0,1;0,9;0,106733747491;0,893865033335
0,1;0,9;0,0982188931721;0,901556948627
0,1;0,9;0,102602539381;0,897253140439
0,1;0,9;0,103317235834;0,897265510482
0,2;0,8;0,193288928464;0,806302103809
0,2;0,8;0,205058722064;0,795037445317
0,2;0,8;0,20382249302;0,79615704486
0,2;0,8;0,192929191941;0,80619034955
0,30000000000000004;0,7;0,302287946541;0,698291119156
0,30000000000000004;0,7;0,303247826946;0,696914802779
0,30000000000000004;0,7;0,298506378856;0,701699388614
0,30000000000000004;0,7;0,302136463927;0,698066293484
0,4;0,6;0,40084617395;0,599360704493
0,4;0,6;0,397263442799;0,602544498389
0,4;0,6;0,395846695851;0,603830788299
0,4;0,6;0,399785548355;0,600417403474
0,5;0,5;0,500251023465;0,499764445452
0,5;0,5;0,496773566516;0,5035534309
0,5;0,5;0,497119544921;0,502789174135
0,5;0,5;0,498536958242;0,501200806375